order_id,customer_id,restaurant_id,order_date,delivery_time,status,total_amount,payment_mode,discount_applied,feedback_rating
256,360,17,2023-08-07 15:25:29,2023-08-07 16:54:29,Delivered,1047.24,UPI,6.02,0.84
257,155,23,2025-01-29 21:55:33,2025-01-29 23:14:33,Cancelled,3189.95,Credit Card,44.11,1.46
258,128,151,2023-07-30 05:12:13,2023-07-30 06:42:13,Delivered,759.13,UPI,43.00,3.85
259,422,76,2024-08-30 00:37:13,2024-08-30 01:42:13,Delivered,1766.63,Cash,25.63,0.75
260,316,147,2025-01-20 07:48:02,2025-01-20 08:36:02,Delivered,4792.02,Credit Card,36.26,3.78
261,27,94,2025-04-14 03:37:14,2025-04-14 04:59:14,Delivered,2826.03,Credit Card,29.58,0.73
262,162,163,2024-11-27 23:07:53,2024-11-27 23:53:53,Cancelled,4890.49,Credit Card,1.95,2.81
263,34,185,2024-02-08 21:19:39,2024-02-08 22:02:39,Delivered,688.80,Cash,19.19,3.58
264,129,18,2024-12-13 19:31:40,2024-12-13 20:20:40,Delivered,376.11,UPI,40.14,2.84
265,247,14,2023-07-13 20:07:39,2023-07-13 20:49:39,Cancelled,2538.42,Credit Card,33.25,3.91
266,335,45,2024-08-28 11:27:19,2024-08-28 12:13:19,Cancelled,2945.19,UPI,25.44,0.41
267,317,150,2023-11-14 11:47:47,2023-11-14 12:48:47,Pending,2769.14,Cash,48.66,2.34
268,367,190,2025-05-20 02:03:59,2025-05-20 03:04:59,Cancelled,3980.39,UPI,25.48,4.32
269,448,77,2023-09-09 15:13:09,2023-09-09 16:30:09,Cancelled,2917.66,Cash,15.09,2.62
270,85,198,2024-09-27 13:00:49,2024-09-27 13:46:49,Pending,2473.00,Credit Card,35.99,1.36
271,14,48,2024-11-16 14:06:38,2024-11-16 14:36:38,Delivered,714.16,Cash,40.35,0.44
272,87,9,2023-08-02 14:24:48,2023-08-02 15:22:48,Delivered,3943.43,Credit Card,46.67,0.12
273,381,31,2023-11-04 23:16:29,2023-11-05 00:46:29,Cancelled,717.38,UPI,18.00,2.63
274,4,110,2023-08-24 11:27:10,2023-08-24 12:27:10,Cancelled,2776.97,Cash,1.96,3.29
275,196,9,2023-12-27 10:34:00,2023-12-27 11:49:00,Delivered,4506.03,UPI,24.25,4.19
276,373,18,2023-12-14 22:24:40,2023-12-14 23:38:40,Pending,1564.55,UPI,2.91,3.65
277,12,105,2024-09-11 04:12:19,2024-09-11 05:28:19,Pending,1786.04,Cash,49.15,1.32
278,382,46,2025-05-09 16:08:18,2025-05-09 16:59:18,Delivered,1611.50,Credit Card,1.58,4.53
279,35,51,2025-06-20 18:54:07,2025-06-20 20:11:07,Pending,3919.79,Cash,18.08,2.01
280,235,123,2025-02-18 04:14:11,2025-02-18 05:24:11,Delivered,4452.29,Credit Card,37.44,0.93
281,71,190,2025-04-20 14:17:39,2025-04-20 14:51:39,Pending,3159.15,Cash,39.71,2.73
282,397,174,2024-03-03 19:37:26,2024-03-03 20:36:26,Cancelled,3832.33,UPI,32.18,0.50
283,399,67,2024-04-29 17:27:48,2024-04-29 18:44:48,Pending,3386.48,Cash,45.78,0.32
284,265,124,2024-12-01 04:12:36,2024-12-01 05:28:36,Delivered,3512.98,Credit Card,37.19,4.79
285,172,67,2024-05-28 22:01:06,2024-05-28 23:27:06,Delivered,3960.42,UPI,7.30,4.29
286,11,153,2024-05-16 01:21:02,2024-05-16 01:58:02,Delivered,1249.10,Cash,18.07,4.04
287,192,146,2024-07-29 15:47:32,2024-07-29 16:46:32,Delivered,396.86,Credit Card,33.95,1.56
288,247,34,2024-08-05 03:57:13,2024-08-05 05:13:13,Cancelled,2482.66,Cash,11.87,0.49
289,253,144,2023-12-10 05:10:28,2023-12-10 06:18:28,Pending,2924.99,UPI,44.12,1.18
290,337,46,2023-07-25 07:54:51,2023-07-25 09:24:51,Pending,2930.84,Cash,27.28,0.38
291,316,54,2023-08-30 07:34:14,2023-08-30 08:09:14,Delivered,2392.91,UPI,49.95,0.46
292,476,83,2023-09-11 23:12:52,2023-09-12 00:26:52,Delivered,1106.00,Cash,14.83,3.90
293,478,50,2024-07-25 06:22:06,2024-07-25 07:23:06,Cancelled,749.85,UPI,15.38,1.84
294,153,63,2025-02-18 08:19:26,2025-02-18 08:55:26,Delivered,4322.61,UPI,44.56,1.10
295,31,121,2025-04-27 10:26:13,2025-04-27 11:08:13,Delivered,769.98,UPI,31.30,3.80
296,254,170,2025-01-05 01:30:59,2025-01-05 02:30:59,Pending,1592.59,Credit Card,11.38,2.45
297,174,122,2024-05-31 05:42:36,2024-05-31 06:22:36,Pending,3447.88,Cash,18.79,1.04
298,118,139,2023-12-28 00:23:30,2023-12-28 01:51:30,Cancelled,4887.17,UPI,16.50,4.68
299,427,103,2024-01-17 09:34:46,2024-01-17 10:46:46,Pending,942.66,Credit Card,8.43,1.54
300,448,54,2024-04-24 07:16:37,2024-04-24 07:54:37,Cancelled,2671.26,UPI,4.36,1.49
301,335,116,2023-11-23 14:30:34,2023-11-23 15:15:34,Cancelled,502.36,Credit Card,40.75,0.57
302,426,128,2025-06-12 00:56:29,2025-06-12 02:23:29,Pending,437.59,UPI,0.85,0.09
303,303,106,2024-05-10 23:50:24,2024-05-11 00:26:24,Delivered,4738.49,Credit Card,46.24,0.61
304,264,148,2024-07-30 23:28:22,2024-07-31 00:31:22,Delivered,4781.10,Cash,48.22,4.30
305,237,130,2025-04-10 13:36:30,2025-04-10 14:15:30,Cancelled,1955.07,Credit Card,17.01,4.92
306,387,52,2024-01-13 03:39:29,2024-01-13 04:21:29,Delivered,1969.53,UPI,10.31,4.33
307,395,131,2025-02-18 17:22:16,2025-02-18 18:09:16,Pending,2244.63,Credit Card,17.29,2.54
308,204,174,2024-11-25 22:30:12,2024-11-25 23:17:12,Pending,2676.71,UPI,13.72,1.32
309,385,43,2025-04-29 00:20:09,2025-04-29 01:13:09,Pending,1136.34,Cash,42.65,1.34
310,275,178,2023-08-28 02:17:17,2023-08-28 03:00:17,Delivered,1736.51,Cash,12.63,1.36
311,121,187,2024-10-11 15:06:26,2024-10-11 15:48:26,Pending,4782.36,UPI,13.60,3.86
312,92,163,2024-02-13 12:17:50,2024-02-13 13:32:50,Delivered,926.64,Cash,32.96,2.13
313,234,104,2024-12-08 02:24:21,2024-12-08 03:19:21,Cancelled,1857.70,UPI,3.66,0.51
314,491,75,2025-03-06 04:28:56,2025-03-06 05:13:56,Cancelled,246.67,UPI,32.91,0.88
315,397,104,2025-01-16 16:33:19,2025-01-16 18:03:19,Cancelled,2201.15,Credit Card,27.19,2.79
316,127,78,2024-03-27 03:43:37,2024-03-27 04:24:37,Delivered,2633.04,Cash,26.91,0.02
317,385,120,2025-04-22 02:51:03,2025-04-22 03:31:03,Cancelled,4328.06,Credit Card,41.72,4.82
318,208,193,2025-01-21 09:40:52,2025-01-21 11:05:52,Cancelled,4148.21,Cash,31.47,1.10
319,117,189,2023-09-09 23:46:44,2023-09-10 00:19:44,Delivered,2396.80,Cash,3.32,1.32
320,300,111,2024-10-06 00:12:50,2024-10-06 01:41:50,Delivered,3032.98,UPI,41.26,2.31
321,196,184,2025-03-11 21:48:31,2025-03-11 22:36:31,Pending,2741.54,Cash,44.06,3.57
322,457,51,2025-01-10 22:16:03,2025-01-10 23:15:03,Pending,2665.65,Credit Card,30.84,1.92
323,333,182,2025-03-16 16:40:23,2025-03-16 17:39:23,Pending,4632.74,Credit Card,37.74,2.52
324,5,44,2023-07-23 05:44:30,2023-07-23 07:06:30,Delivered,296.92,Credit Card,43.36,2.65
325,168,142,2025-06-08 12:40:35,2025-06-08 13:17:35,Delivered,2086.94,Cash,3.08,2.97
326,466,78,2024-12-07 04:25:37,2024-12-07 05:06:37,Pending,4351.52,Credit Card,16.84,0.78
327,101,180,2023-07-21 21:22:13,2023-07-21 22:34:13,Pending,3958.27,Cash,46.64,0.46
328,5,174,2024-07-06 23:05:29,2024-07-06 23:38:29,Cancelled,2189.51,UPI,34.28,2.50
329,10,180,2024-01-10 15:38:45,2024-01-10 16:59:45,Pending,571.13,Credit Card,35.53,1.23
330,192,102,2025-07-07 05:42:43,2025-07-07 06:29:43,Delivered,902.05,Cash,21.07,2.36
331,355,70,2024-07-12 18:41:41,2024-07-12 19:45:41,Delivered,470.74,Cash,22.86,0.65
332,178,99,2024-04-21 16:21:02,2024-04-21 17:10:02,Pending,3246.53,UPI,21.69,0.96
333,2,110,2024-08-22 07:22:49,2024-08-22 08:14:49,Pending,3106.51,Cash,23.38,4.48
334,30,26,2025-05-04 04:22:00,2025-05-04 05:34:00,Delivered,2004.12,UPI,9.10,1.60
335,319,97,2023-10-29 04:20:33,2023-10-29 05:37:33,Delivered,4283.69,Cash,22.77,4.58
336,305,65,2023-12-24 05:33:52,2023-12-24 06:05:52,Cancelled,1414.71,Credit Card,18.85,0.13
337,436,172,2023-12-20 02:30:31,2023-12-20 03:52:31,Cancelled,2915.04,Credit Card,15.51,0.28
338,275,82,2024-03-14 06:29:47,2024-03-14 07:18:47,Pending,1354.98,Cash,33.33,2.97
339,323,31,2025-03-07 14:13:35,2025-03-07 15:43:35,Pending,3283.79,Credit Card,26.09,0.27
340,399,50,2024-05-27 23:26:49,2024-05-28 00:11:49,Cancelled,3638.99,Credit Card,32.45,1.05
341,486,127,2024-06-24 10:56:44,2024-06-24 11:59:44,Pending,1947.50,UPI,34.45,3.03
342,464,57,2023-09-10 05:57:11,2023-09-10 07:01:11,Delivered,3066.25,Credit Card,23.55,1.63
343,285,151,2024-04-17 23:56:34,2024-04-18 01:14:34,Pending,574.54,Credit Card,10.76,0.24
344,215,121,2024-07-09 00:20:16,2024-07-09 01:32:16,Pending,4494.01,UPI,41.19,0.71
345,263,24,2024-05-27 00:40:36,2024-05-27 01:24:36,Delivered,4732.67,Cash,36.00,4.92
346,102,152,2025-02-16 02:52:08,2025-02-16 04:04:08,Cancelled,4100.72,UPI,44.98,2.91
347,52,16,2024-04-14 08:38:50,2024-04-14 10:05:50,Cancelled,3274.37,Cash,37.06,2.03
348,411,27,2023-07-25 18:19:16,2023-07-25 19:24:16,Pending,313.42,Credit Card,41.42,1.93
349,206,4,2023-10-31 21:32:35,2023-10-31 22:42:35,Cancelled,4708.48,Cash,14.77,3.99
350,289,178,2023-07-31 10:54:55,2023-07-31 11:33:55,Pending,1857.60,Credit Card,48.65,4.52
351,275,194,2024-03-04 20:22:59,2024-03-04 21:03:59,Delivered,3749.86,UPI,12.66,4.80
352,42,66,2024-07-27 11:03:29,2024-07-27 11:42:29,Cancelled,3241.66,Cash,29.68,1.68
353,490,50,2024-10-28 06:43:33,2024-10-28 07:40:33,Cancelled,4919.15,Credit Card,14.47,3.00
354,160,129,2025-05-12 11:16:52,2025-05-12 12:43:52,Cancelled,4864.45,Credit Card,24.55,0.79
355,477,75,2025-04-15 13:34:44,2025-04-15 15:00:44,Cancelled,999.56,UPI,49.55,4.44
356,149,118,2023-10-20 19:53:10,2023-10-20 21:02:10,Cancelled,760.69,UPI,0.09,0.28
357,316,74,2023-10-18 16:06:51,2023-10-18 16:45:51,Pending,2909.84,UPI,32.25,1.43
358,315,42,2024-08-16 10:11:52,2024-08-16 11:29:52,Delivered,292.65,Cash,43.51,4.76
359,361,44,2025-06-07 18:35:50,2025-06-07 19:15:50,Pending,580.75,UPI,0.43,3.22
360,93,184,2024-12-05 22:36:03,2024-12-05 23:46:03,Delivered,4438.28,Credit Card,44.14,2.76
361,194,19,2025-03-05 13:27:58,2025-03-05 14:18:58,Delivered,3256.32,Credit Card,37.47,4.76
362,460,105,2023-10-27 02:43:28,2023-10-27 04:03:28,Cancelled,4529.45,UPI,2.60,2.46
363,203,27,2025-06-20 12:09:03,2025-06-20 12:41:03,Delivered,486.01,UPI,20.26,2.03
364,75,77,2023-08-16 15:25:04,2023-08-16 16:19:04,Pending,4961.17,Credit Card,1.42,0.65
365,213,57,2025-02-26 22:38:08,2025-02-27 00:04:08,Cancelled,1847.41,UPI,18.97,0.64
366,87,103,2024-08-10 17:16:15,2024-08-10 18:43:15,Pending,2102.68,Cash,49.83,4.66
367,303,176,2025-06-03 02:45:06,2025-06-03 03:36:06,Cancelled,1487.54,UPI,0.98,0.48
368,40,153,2024-08-14 20:43:31,2024-08-14 21:17:31,Delivered,3085.09,Credit Card,39.58,4.30
369,483,34,2023-12-15 11:21:39,2023-12-15 12:22:39,Pending,4353.93,UPI,31.51,4.11
370,7,139,2024-12-26 01:52:09,2024-12-26 02:27:09,Pending,377.06,Credit Card,43.33,2.67
371,144,110,2024-08-13 14:03:39,2024-08-13 15:23:39,Cancelled,2171.30,Credit Card,12.83,0.56
372,164,13,2025-04-26 12:30:36,2025-04-26 13:04:36,Pending,4482.51,Credit Card,2.59,2.87
373,455,27,2025-05-14 05:39:28,2025-05-14 06:24:28,Cancelled,3969.25,UPI,35.74,1.28
374,93,57,2024-09-28 08:05:18,2024-09-28 09:25:18,Pending,1110.66,UPI,10.74,1.72
375,30,50,2024-07-14 21:00:18,2024-07-14 21:34:18,Pending,2826.05,UPI,43.87,2.88
376,423,198,2025-05-19 10:59:32,2025-05-19 12:04:32,Cancelled,972.88,UPI,43.44,1.38
377,61,18,2023-10-13 18:22:14,2023-10-13 19:12:14,Cancelled,4134.91,Cash,48.90,0.94
378,432,85,2025-02-02 14:33:14,2025-02-02 15:14:14,Delivered,3242.99,Cash,21.55,0.26
379,425,58,2024-01-02 16:13:14,2024-01-02 17:33:14,Pending,3521.43,Cash,3.43,1.12
380,422,117,2024-07-30 09:54:03,2024-07-30 10:39:03,Pending,3399.44,Cash,25.38,1.84
381,353,92,2025-02-09 14:05:05,2025-02-09 14:55:05,Pending,1537.20,Cash,30.12,1.29
382,299,79,2024-09-05 22:37:31,2024-09-05 23:16:31,Delivered,4065.11,Cash,39.88,4.94
383,286,156,2024-09-21 19:53:58,2024-09-21 21:02:58,Delivered,2080.35,UPI,30.68,2.01
384,476,189,2024-07-06 18:41:56,2024-07-06 19:36:56,Delivered,243.66,Cash,35.48,2.49
385,115,36,2023-09-06 20:03:14,2023-09-06 20:42:14,Delivered,963.69,Credit Card,45.85,1.76
386,440,36,2023-09-12 21:49:03,2023-09-12 22:30:03,Delivered,4211.52,Cash,19.90,3.37
387,89,117,2024-10-04 05:51:17,2024-10-04 06:21:17,Pending,1996.21,UPI,8.23,2.21
388,329,95,2025-04-09 22:30:02,2025-04-09 23:09:02,Delivered,797.39,Cash,42.92,2.80
389,405,88,2025-06-15 18:18:08,2025-06-15 18:53:08,Delivered,4453.16,UPI,33.64,1.06
390,279,124,2024-01-19 15:26:16,2024-01-19 16:04:16,Cancelled,3995.58,UPI,27.60,3.93
391,289,81,2025-06-06 07:09:30,2025-06-06 08:24:30,Pending,345.65,Cash,25.33,3.52
392,83,106,2023-11-23 18:42:23,2023-11-23 19:19:23,Pending,821.07,Credit Card,47.73,2.35
393,19,63,2023-10-08 18:14:59,2023-10-08 19:11:59,Pending,854.75,UPI,2.02,2.18
394,199,35,2023-10-18 19:26:07,2023-10-18 20:22:07,Cancelled,2861.98,Cash,47.15,4.10
395,493,42,2024-10-11 23:28:13,2024-10-12 00:46:13,Delivered,1472.75,Credit Card,10.85,4.01
396,318,55,2025-02-10 07:55:20,2025-02-10 09:07:20,Cancelled,4627.65,UPI,48.51,3.63
397,211,83,2025-05-22 18:47:25,2025-05-22 19:34:25,Delivered,133.90,Cash,3.60,3.31
398,497,46,2024-08-26 16:27:26,2024-08-26 17:37:26,Cancelled,2886.07,UPI,12.51,0.53
399,232,77,2024-10-28 04:49:42,2024-10-28 05:47:42,Delivered,4761.43,UPI,25.92,0.04
400,18,81,2024-09-18 06:42:14,2024-09-18 08:00:14,Pending,1549.76,Credit Card,42.24,0.11
401,184,119,2024-05-14 22:38:31,2024-05-14 23:12:31,Pending,1891.80,UPI,9.48,4.90
402,336,74,2024-11-06 23:09:57,2024-11-07 00:07:57,Delivered,1607.34,Credit Card,21.83,0.28
403,442,48,2025-04-02 09:47:08,2025-04-02 10:56:08,Pending,1553.31,Credit Card,36.93,0.38
404,271,92,2024-07-17 13:10:10,2024-07-17 14:09:10,Pending,2148.34,UPI,13.87,1.10
405,310,156,2024-08-06 05:24:04,2024-08-06 06:34:04,Delivered,1075.62,UPI,33.16,3.17
406,313,50,2025-01-08 11:49:31,2025-01-08 12:26:31,Pending,4211.62,UPI,4.33,4.58
407,69,59,2024-05-26 00:54:40,2024-05-26 02:22:40,Pending,4882.14,Credit Card,21.30,0.82
408,227,9,2024-09-20 07:54:20,2024-09-20 08:39:20,Delivered,2347.32,UPI,40.48,0.22
409,271,41,2023-08-04 17:51:39,2023-08-04 18:46:39,Delivered,1881.79,Credit Card,0.85,3.28
410,464,171,2024-04-26 08:28:13,2024-04-26 09:16:13,Cancelled,3186.27,Cash,18.77,3.07
411,146,43,2024-02-06 23:06:15,2024-02-07 00:28:15,Pending,2282.27,Credit Card,42.07,4.89
412,428,148,2025-06-28 16:12:51,2025-06-28 17:08:51,Cancelled,3376.81,Cash,22.97,1.53
413,84,25,2025-05-20 19:52:46,2025-05-20 21:10:46,Pending,1960.21,UPI,42.30,2.92
414,95,177,2025-02-24 14:57:12,2025-02-24 16:00:12,Pending,1314.04,Cash,32.98,4.27
415,274,172,2025-01-02 15:20:29,2025-01-02 16:40:29,Cancelled,4537.17,Credit Card,11.05,2.10
416,137,18,2025-02-25 00:41:43,2025-02-25 02:02:43,Cancelled,1186.22,Cash,2.99,1.64
417,86,40,2024-07-07 10:48:56,2024-07-07 12:15:56,Cancelled,1362.94,Credit Card,15.27,4.14
418,244,73,2024-12-22 01:11:20,2024-12-22 02:10:20,Pending,3231.85,Credit Card,6.27,3.51
419,125,162,2025-02-28 02:27:55,2025-02-28 03:36:55,Pending,4325.31,Cash,8.36,2.78
420,191,78,2024-05-06 15:03:08,2024-05-06 15:57:08,Cancelled,4087.63,Credit Card,38.98,0.30
421,161,21,2023-10-03 03:50:47,2023-10-03 04:57:47,Cancelled,2160.51,UPI,22.70,2.64
422,58,42,2025-03-15 09:15:41,2025-03-15 10:09:41,Cancelled,3188.93,UPI,31.53,4.91
423,228,133,2024-01-18 04:01:47,2024-01-18 04:38:47,Delivered,2580.72,Credit Card,47.04,4.54
424,348,169,2024-05-29 22:19:57,2024-05-29 23:40:57,Cancelled,1490.20,Cash,48.08,2.56
425,35,103,2025-03-18 08:22:38,2025-03-18 09:23:38,Cancelled,2322.55,Credit Card,4.00,4.98
426,10,95,2023-09-02 12:51:30,2023-09-02 13:52:30,Pending,4507.52,UPI,15.85,1.22
427,182,66,2025-03-30 07:18:29,2025-03-30 08:33:29,Cancelled,1842.38,Cash,48.69,1.85
428,413,12,2024-07-13 10:06:26,2024-07-13 10:38:26,Cancelled,2967.36,Credit Card,17.73,4.36
429,430,174,2023-07-21 04:00:31,2023-07-21 05:07:31,Delivered,2178.41,Credit Card,44.05,0.20
430,255,197,2023-12-01 00:00:23,2023-12-01 00:36:23,Delivered,1103.48,Credit Card,34.98,4.24
431,26,189,2025-01-13 23:41:18,2025-01-14 00:28:18,Delivered,950.85,Cash,3.32,3.10
432,394,176,2023-11-22 03:28:25,2023-11-22 04:52:25,Cancelled,1927.56,Cash,9.79,1.63
433,470,148,2023-12-04 20:17:16,2023-12-04 21:01:16,Delivered,3987.32,Credit Card,23.70,0.17
434,106,186,2023-08-08 19:06:39,2023-08-08 20:29:39,Cancelled,1860.58,Cash,30.55,0.28
435,320,173,2023-08-31 19:47:45,2023-08-31 20:21:45,Cancelled,2546.01,UPI,31.53,1.42
436,137,114,2025-05-18 22:35:15,2025-05-18 23:56:15,Cancelled,1942.30,Credit Card,11.30,1.26
437,347,194,2023-07-19 10:37:36,2023-07-19 11:50:36,Delivered,149.65,UPI,33.64,3.78
438,410,66,2024-11-26 23:41:28,2024-11-27 00:19:28,Pending,3403.40,UPI,33.12,2.43
439,225,150,2025-06-03 19:59:26,2025-06-03 20:52:26,Pending,2312.24,Credit Card,34.83,4.50
440,309,158,2023-08-25 18:14:44,2023-08-25 19:25:44,Cancelled,2984.27,Credit Card,45.61,0.16
441,479,77,2023-09-08 08:51:34,2023-09-08 09:40:34,Pending,1331.83,UPI,27.49,3.18
442,223,181,2024-03-03 10:05:50,2024-03-03 11:12:50,Pending,2627.57,Credit Card,5.35,4.24
443,58,165,2024-05-26 13:01:16,2024-05-26 13:41:16,Cancelled,2066.70,Credit Card,49.22,3.94
444,215,167,2024-04-05 13:33:06,2024-04-05 14:28:06,Pending,1685.58,Cash,43.89,3.66
445,161,168,2023-12-30 09:56:12,2023-12-30 10:32:12,Cancelled,4209.39,UPI,31.71,4.11
446,192,190,2023-11-20 01:53:57,2023-11-20 02:50:57,Pending,2100.71,UPI,31.04,3.82
447,90,42,2025-04-21 22:30:01,2025-04-21 23:58:01,Delivered,4523.99,Credit Card,29.54,2.44
448,398,112,2024-11-26 18:49:58,2024-11-26 20:08:58,Cancelled,2456.77,UPI,1.20,3.91
449,91,76,2023-09-01 14:04:58,2023-09-01 15:10:58,Cancelled,9.08,Credit Card,33.39,4.95
450,337,37,2025-06-04 00:51:36,2025-06-04 02:18:36,Cancelled,2933.50,Cash,12.79,1.48
451,15,132,2024-04-26 22:50:02,2024-04-26 23:29:02,Cancelled,2464.41,Cash,29.44,1.97
452,222,142,2025-01-15 11:42:14,2025-01-15 12:55:14,Pending,2509.60,UPI,25.25,3.39
453,203,149,2024-06-28 10:21:25,2024-06-28 10:59:25,Delivered,807.66,Credit Card,3.25,1.50
454,174,4,2025-04-19 11:23:54,2025-04-19 11:57:54,Cancelled,4346.07,Cash,49.27,4.27
455,234,98,2024-03-08 01:27:05,2024-03-08 02:29:05,Delivered,4806.14,Cash,37.22,0.57
456,85,124,2025-04-08 23:42:36,2025-04-09 01:02:36,Cancelled,3460.12,Credit Card,42.68,0.15
457,416,21,2025-03-23 20:16:30,2025-03-23 21:44:30,Delivered,347.91,UPI,12.03,3.57
458,406,61,2024-01-08 21:32:04,2024-01-08 23:01:04,Delivered,1452.62,UPI,1.96,2.03
459,157,119,2024-12-02 04:55:46,2024-12-02 05:50:46,Pending,4373.41,Credit Card,25.98,3.54
460,261,168,2023-08-11 02:36:46,2023-08-11 03:15:46,Cancelled,604.17,Cash,25.46,4.76
461,381,130,2024-09-23 11:31:59,2024-09-23 12:03:59,Cancelled,300.57,Credit Card,23.48,2.93
462,106,92,2024-09-22 03:52:59,2024-09-22 04:26:59,Delivered,2153.78,UPI,25.66,3.64
463,221,94,2023-07-29 16:32:27,2023-07-29 17:07:27,Delivered,1395.77,UPI,20.29,2.91
464,188,80,2024-09-23 21:30:34,2024-09-23 22:48:34,Delivered,893.59,Credit Card,11.95,2.12
465,333,37,2024-10-14 00:08:14,2024-10-14 00:47:14,Delivered,4669.45,Cash,20.81,4.07
466,491,38,2023-09-06 12:54:42,2023-09-06 14:03:42,Delivered,3948.24,Cash,0.35,4.34
467,249,31,2025-02-23 06:38:36,2025-02-23 07:37:36,Delivered,4520.50,Cash,26.84,3.14
468,124,173,2024-11-17 13:19:43,2024-11-17 14:28:43,Cancelled,1084.09,Cash,36.84,4.05
469,137,57,2024-03-10 18:52:40,2024-03-10 19:22:40,Pending,4750.73,UPI,30.13,4.78
470,292,29,2024-07-24 07:13:27,2024-07-24 08:16:27,Pending,1386.13,UPI,43.47,1.21
471,460,147,2024-02-19 21:44:45,2024-02-19 22:32:45,Cancelled,2672.90,Cash,45.20,2.84
472,302,159,2024-08-06 05:41:19,2024-08-06 06:45:19,Delivered,711.74,Cash,23.84,0.46
473,289,118,2023-08-01 18:04:53,2023-08-01 19:28:53,Cancelled,566.20,Cash,31.72,2.52
474,187,84,2025-02-25 13:01:03,2025-02-25 14:18:03,Pending,1948.31,Cash,40.84,4.63
475,92,53,2025-01-11 09:36:53,2025-01-11 10:49:53,Delivered,680.52,Credit Card,10.58,0.05
476,52,7,2024-06-12 20:05:09,2024-06-12 20:49:09,Pending,4250.97,UPI,11.98,4.72
477,124,84,2024-01-25 20:30:23,2024-01-25 21:38:23,Delivered,1984.55,UPI,6.14,1.87
478,488,131,2023-11-14 15:47:39,2023-11-14 16:45:39,Cancelled,285.44,Credit Card,29.83,4.53
479,425,168,2023-09-12 01:25:04,2023-09-12 02:29:04,Cancelled,2666.07,UPI,18.77,0.59
480,226,38,2024-01-25 19:03:35,2024-01-25 20:12:35,Pending,127.53,Cash,44.97,3.83
481,415,24,2024-08-30 03:27:26,2024-08-30 04:01:26,Cancelled,2302.06,UPI,24.47,3.98
482,401,117,2025-04-22 09:01:06,2025-04-22 10:07:06,Cancelled,4618.56,UPI,28.78,2.48
483,302,36,2024-04-20 20:01:09,2024-04-20 21:16:09,Delivered,3152.48,Cash,44.59,1.61
484,252,53,2024-06-18 05:22:41,2024-06-18 06:37:41,Pending,4960.18,Cash,7.14,0.46
485,132,148,2023-09-06 08:52:32,2023-09-06 09:39:32,Pending,1116.64,Credit Card,45.03,1.37
486,66,153,2024-08-03 19:38:43,2024-08-03 20:49:43,Cancelled,3532.33,Cash,47.81,1.63
487,282,20,2023-12-05 18:56:32,2023-12-05 19:55:32,Pending,1133.18,Credit Card,36.66,3.41
488,288,6,2023-12-10 11:31:24,2023-12-10 12:37:24,Delivered,2752.49,UPI,16.91,0.31
489,352,106,2025-05-28 12:55:17,2025-05-28 13:32:17,Delivered,272.19,Cash,1.21,0.02
490,279,200,2024-07-05 06:44:37,2024-07-05 07:58:37,Cancelled,1437.17,Cash,38.87,0.66
491,464,47,2023-12-30 22:18:18,2023-12-30 22:53:18,Cancelled,2320.53,Credit Card,29.18,2.82
492,173,114,2024-07-12 02:03:55,2024-07-12 02:54:55,Cancelled,638.26,Cash,41.69,0.83
493,145,150,2025-07-11 22:27:16,2025-07-11 23:16:16,Pending,2467.71,Cash,42.92,0.54
494,487,191,2024-04-11 03:10:12,2024-04-11 04:35:12,Pending,4631.84,Credit Card,1.37,0.46
495,471,177,2024-12-06 19:44:50,2024-12-06 20:52:50,Delivered,868.79,Credit Card,16.77,3.92
496,166,69,2024-12-20 10:49:24,2024-12-20 12:10:24,Pending,572.68,Cash,38.55,4.59
497,49,148,2024-05-06 23:24:55,2024-05-07 00:18:55,Delivered,832.85,Cash,1.07,0.12
498,473,86,2024-01-31 05:36:38,2024-01-31 06:31:38,Delivered,2172.00,Credit Card,40.56,4.03
499,122,18,2023-07-29 17:38:57,2023-07-29 18:53:57,Cancelled,3558.99,UPI,12.34,0.00
500,342,32,2023-11-18 19:50:43,2023-11-18 21:15:43,Delivered,1786.57,Credit Card,29.07,0.28
501,294,89,2024-11-19 09:52:49,2024-11-19 10:41:49,Cancelled,3192.20,Credit Card,49.73,0.36
502,152,77,2024-01-28 07:48:31,2024-01-28 09:09:31,Pending,2059.30,Credit Card,40.11,0.71
503,48,92,2024-10-07 21:43:32,2024-10-07 22:45:32,Pending,1952.85,Credit Card,40.22,4.32
504,485,133,2023-11-03 23:01:50,2023-11-03 23:57:50,Pending,1766.84,Cash,2.80,4.41
505,163,135,2024-02-29 14:05:42,2024-02-29 15:04:42,Pending,792.47,UPI,7.57,1.13
506,86,35,2024-12-09 23:39:01,2024-12-10 00:31:01,Cancelled,4204.75,Cash,12.64,0.14
507,471,172,2025-04-29 18:18:24,2025-04-29 19:47:24,Cancelled,3669.08,UPI,27.77,0.15
508,290,158,2024-05-23 04:07:40,2024-05-23 05:17:40,Cancelled,4554.92,Credit Card,39.68,2.27
509,193,31,2024-11-05 06:36:30,2024-11-05 07:12:30,Cancelled,3736.94,Cash,27.28,0.99
510,254,136,2025-06-02 05:51:28,2025-06-02 06:37:28,Cancelled,1133.93,UPI,46.60,0.67
511,10,138,2023-07-20 20:30:51,2023-07-20 21:49:51,Cancelled,2698.80,UPI,45.15,0.85
